"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name"
"1",1,3,26,34,4,0.009,2.8,0.86805,0.3013,"A_caroliniana","A_flagellata"
"2",1,7,26,20,6,0.005,1.6,0.99958,0.00303,"A_caroliniana","A_sparrowii"
"3",1,9,26,23,1,0.006,1.9,0.41584,0.87131,"A_caroliniana","A_cladogamus"
"4",1,13,26,82,11,0.021,6.7,0.9836,0.04406,"A_caroliniana","A_ minima"
"5",1,15,26,17,0,0.004,1.4,0.2232,1,"A_caroliniana","B_macrospora"
"6",1,17,26,42,12,0.011,3.5,1,2e-05,"A_caroliniana","E_anandrum"
"7",1,19,26,46,5,0.012,3.8,0.84154,0.32197,"A_caroliniana","E_undulatum_complex"
"8",1,20,26,62,3,0.016,5.1,0.20897,0.9179,"A_caroliniana","G_aff._iwayamae"
"9",1,21,26,315,26,0.082,25.9,1,0.91772,"A_caroliniana","G_attrantheridium_complex"
"10",1,26,26,117,7,0.03,9.6,0.18459,0.91007,"A_caroliniana","G_heterothallicum_complex"
"11",1,28,26,51,1,0.013,4.2,0.05441,0.99166,"A_caroliniana","G_irregulare_complex"
"12",1,31,26,152,11,0.04,12.5,0.34109,0.79402,"A_caroliniana","G_macrosporum"
"13",1,32,26,13,1,0.003,1.1,0.7094,0.67985,"A_caroliniana","G_marsipium"
"14",1,33,26,48,12,0.012,3.9,0.99999,8e-05,"A_caroliniana","G_megalacanthum_complex"
"15",1,36,26,67,14,0.017,5.5,0.99998,0.00013,"A_caroliniana","G_okanoganense"
"16",1,38,26,32,6,0.008,2.6,0.99079,0.03509,"A_caroliniana","G_paddicum"
"17",1,39,26,202,24,0.053,16.6,0.99992,0.00071,"A_caroliniana","G_parvum"
"18",1,40,26,39,13,0.01,3.2,1,0,"A_caroliniana","G_perplexum"
"19",1,42,26,114,17,0.03,9.4,0.99965,0.00149,"A_caroliniana","G_rostratifingens"
"20",1,44,26,48,4,0.012,3.9,0.642,0.57955,"A_caroliniana","G_uncinulatum"
"21",1,46,26,18,3,0.005,1.5,0.9502,0.17591,"A_caroliniana","H_nesliae"
"22",1,48,26,44,15,0.011,3.6,1,0,"A_caroliniana","L_giganteum"
"23",1,49,26,44,10,0.011,3.6,0.99982,0.00099,"A_caroliniana","L_caudata"
"24",1,50,26,16,7,0.004,1.3,0.99999,8e-05,"A_caroliniana","L_sp._CAL-2011b"
"25",1,51,26,22,5,0.006,1.8,0.99481,0.02527,"A_caroliniana","N_oligocantha"
"26",1,52,26,16,0,0.004,1.3,0.24438,1,"A_caroliniana","N_spinosa"
"27",1,57,26,13,7,0.003,1.1,1,1e-05,"A_caroliniana","Ph_aff._sansomeana"
"28",1,58,26,32,0,0.008,2.6,0.05508,1,"A_caroliniana","Ph_cactorum_cluster"
"29",1,62,26,21,10,0.005,1.7,1,0,"A_caroliniana","Ph_cryptogea_cluster"
"30",1,64,26,64,13,0.017,5.3,0.99993,0.00037,"A_caroliniana","Ph_europaea_cluster"
"31",1,66,26,18,3,0.005,1.5,0.9502,0.17591,"A_caroliniana","Ph_megasperma_cluster"
"32",1,67,26,57,5,0.015,4.7,0.6806,0.52077,"A_caroliniana","Ph_nemorosa_cluster"
"33",1,68,26,46,4,0.012,3.8,0.67803,0.54227,"A_caroliniana","Ph_niederhauserii_cluster"
"34",1,70,26,14,4,0.004,1.2,0.99693,0.02054,"A_caroliniana","Ph_parvispora"
"35",1,83,26,39,13,0.01,3.2,1,0,"A_caroliniana","Pp_chamaehyphon"
"36",1,88,26,76,14,0.02,6.3,0.99988,0.00059,"A_caroliniana","Pp_sp._CAL-2011b"
"37",1,89,26,16,2,0.004,1.3,0.8652,0.38594,"A_caroliniana","Pl_euphrasiae"
"38",1,91,26,15,2,0.004,1.2,0.88424,0.35455,"A_caroliniana","Pc_myriandra"
"39",1,92,26,58,12,0.015,4.8,0.99988,0.00061,"A_caroliniana","Py_terrestris"
"40",1,93,26,46,16,0.012,3.8,1,0,"A_caroliniana","P_aff._torulosum"
"41",1,94,26,108,19,0.028,8.9,1,3e-05,"A_caroliniana","P_aff._volutum"
"42",1,95,26,58,6,0.015,4.8,0.82211,0.33572,"A_caroliniana","P_angustatum"
"43",1,99,26,104,12,0.027,8.6,0.95441,0.10162,"A_caroliniana","P_arrhenomanes_complex"
"44",1,100,26,46,8,0.012,3.8,0.99383,0.02188,"A_caroliniana","P_chondricola"
"45",1,101,26,14,3,0.004,1.2,0.97946,0.0979,"A_caroliniana","P_contiguanum"
"46",1,103,26,120,17,0.031,9.9,0.99923,0.00296,"A_caroliniana","P_dissimile"
"47",1,104,26,145,23,0.038,11.9,1,0,"A_caroliniana","P_dissotocum_complex"
"48",1,105,26,32,8,0.008,2.6,0.99966,0.00196,"A_caroliniana","P_flevoense"
"49",1,106,26,42,7,0.011,3.5,0.98754,0.04122,"A_caroliniana","P_folliculosum"
"50",1,107,26,15,5,0.004,1.2,0.99948,0.00434,"A_caroliniana","P_grandisporangium"
"51",1,109,26,15,8,0.004,1.2,1,0,"A_caroliniana","P_inflatum"
"52",1,111,26,19,1,0.005,1.6,0.52384,0.81399,"A_caroliniana","P_jasmonium"
"53",1,112,26,49,7,0.013,4,0.96821,0.08684,"A_caroliniana","P_kashmirense"
"54",1,113,26,38,10,0.01,3.1,0.99996,0.00026,"A_caroliniana","P_longandrum"
"55",1,115,26,106,12,0.028,8.7,0.94679,0.11542,"A_caroliniana","P_minus_complex"
"56",1,116,26,227,24,0.059,18.7,0.99851,0.00891,"A_caroliniana","P_myriotylum_complex"
"57",1,117,26,82,16,0.021,6.7,0.99999,7e-05,"A_caroliniana","P_ornamentatum"
"58",1,118,26,211,23,0.055,17.4,0.99813,0.00897,"A_caroliniana","P_pachycaule_complex"
"59",1,119,26,121,18,0.032,10,0.99981,0.00087,"A_caroliniana","P_pectinolyticum"
"60",1,120,26,120,22,0.031,9.9,1,0,"A_caroliniana","P_periplocum"
"61",1,122,26,198,24,0.052,16.3,0.99995,0.00046,"A_caroliniana","P_salpingophorum_complex"
"62",1,125,26,17,4,0.004,1.4,0.99204,0.04104,"A_caroliniana","P_sp._CAL-2011e"
"63",1,128,26,56,10,0.015,4.6,0.99808,0.0074,"A_caroliniana","P_sulcatum"
"64",1,129,26,29,9,0.008,2.4,0.99998,0.00014,"A_caroliniana","P_tardicrescens"
"65",1,130,26,183,23,0.048,15.1,0.99992,0.00053,"A_caroliniana","P_terrestris"
"66",1,131,26,20,6,0.005,1.6,0.99958,0.00303,"A_caroliniana","P_vanterpoolii"
"67",1,133,26,100,17,0.026,8.2,0.99996,0.00023,"A_caroliniana","S_anisospora"
"68",1,134,26,14,0,0.004,1.2,0.29268,1,"A_caroliniana","S_asterophora"
"69",1,135,26,53,4,0.014,4.4,0.55085,0.66568,"A_caroliniana","S_eccentrica"
"70",1,136,26,23,2,0.006,1.9,0.70939,0.58416,"A_caroliniana","S_litoralis"
"71",1,137,26,259,23,0.067,21.3,0.88315,0.27371,"A_caroliniana","S_megasperma"
"72",1,138,26,144,18,0.037,11.8,0.99702,0.00994,"A_caroliniana","S_monilifera"
"73",1,142,26,18,1,0.005,1.5,0.55315,0.79621,"A_caroliniana","S_terrestris"
"74",1,143,26,77,4,0.02,6.3,0.19312,0.9179,"A_caroliniana","S_turfosa"
"75",1,144,26,93,21,0.024,7.7,1,0,"A_caroliniana","T_terrestris"
"76",3,5,34,11,0,0.004,1.2,0.2798,1,"A_flagellata","A_papillosa"
"77",3,7,34,20,6,0.007,2.2,0.99748,0.01271,"A_flagellata","A_sparrowii"
"78",3,9,34,23,4,0.008,2.5,0.91411,0.22475,"A_flagellata","A_cladogamus"
"79",3,10,34,11,3,0.004,1.2,0.97852,0.10295,"A_flagellata","A_cochlioides"
"80",3,11,34,11,2,0.004,1.2,0.89705,0.33547,"A_flagellata","A_euteiches"
"81",3,13,34,82,14,0.028,8.8,0.9883,0.02981,"A_flagellata","A_ minima"
"82",3,15,34,17,2,0.006,1.8,0.72808,0.56588,"A_flagellata","B_macrospora"
"83",3,17,34,42,7,0.014,4.5,0.93793,0.145,"A_flagellata","E_anandrum"
"84",3,19,34,46,5,0.016,4.9,0.62826,0.57277,"A_flagellata","E_undulatum_complex"
"85",3,20,34,62,8,0.021,6.7,0.80169,0.34101,"A_flagellata","G_aff._iwayamae"
"86",3,21,34,315,34,0.107,33.9,1,0.89241,"A_flagellata","G_attrantheridium_complex"
"87",3,26,34,117,14,0.04,12.6,0.76554,0.36189,"A_flagellata","G_heterothallicum_complex"
"88",3,27,34,10,0,0.003,1.1,0.31478,1,"A_flagellata","G_intermedium"
"89",3,28,34,51,5,0.017,5.5,0.52036,0.67394,"A_flagellata","G_irregulare_complex"
"90",3,31,34,152,22,0.052,16.4,0.98757,0.03045,"A_flagellata","G_macrosporum"
"91",3,32,34,13,3,0.004,1.4,0.96029,0.15363,"A_flagellata","G_marsipium"
"92",3,33,34,48,8,0.016,5.2,0.94794,0.12108,"A_flagellata","G_megalacanthum_complex"
"93",3,36,34,67,11,0.023,7.2,0.96715,0.07595,"A_flagellata","G_okanoganense"
"94",3,38,34,32,6,0.011,3.4,0.9589,0.11172,"A_flagellata","G_paddicum"
"95",3,39,34,202,25,0.069,21.7,0.92538,0.1475,"A_flagellata","G_parvum"
"96",3,40,34,39,5,0.013,4.2,0.77229,0.41249,"A_flagellata","G_perplexum"
"97",3,42,34,114,16,0.039,12.3,0.94353,0.1117,"A_flagellata","G_rostratifingens"
"98",3,44,34,48,11,0.016,5.2,0.99832,0.00612,"A_flagellata","G_uncinulatum"
"99",3,46,34,18,5,0.006,1.9,0.99284,0.03273,"A_flagellata","H_nesliae"
"100",3,48,34,44,5,0.015,4.7,0.67101,0.52862,"A_flagellata","L_giganteum"
"101",3,49,34,44,9,0.015,4.7,0.98995,0.0305,"A_flagellata","L_caudata"
"102",3,50,34,16,4,0.005,1.7,0.98038,0.07976,"A_flagellata","L_sp._CAL-2011b"
"103",3,51,34,22,5,0.007,2.4,0.97921,0.07285,"A_flagellata","N_oligocantha"
"104",3,52,34,16,0,0.005,1.7,0.15431,1,"A_flagellata","N_spinosa"
"105",3,56,34,12,1,0.004,1.3,0.6229,0.75139,"A_flagellata","Pe_radii"
"106",3,57,34,13,2,0.004,1.4,0.84637,0.41773,"A_flagellata","Ph_aff._sansomeana"
"107",3,58,34,32,3,0.011,3.4,0.53946,0.69819,"A_flagellata","Ph_cactorum_cluster"
"108",3,62,34,21,5,0.007,2.3,0.9836,0.06102,"A_flagellata","Ph_cryptogea_cluster"
"109",3,64,34,64,8,0.022,6.9,0.77201,0.37845,"A_flagellata","Ph_europaea_cluster"
"110",3,66,34,18,2,0.006,1.9,0.69662,0.59869,"A_flagellata","Ph_megasperma_cluster"
"111",3,67,34,57,16,0.019,6.1,0.99999,3e-05,"A_flagellata","Ph_nemorosa_cluster"
"112",3,68,34,46,4,0.016,4.9,0.42723,0.76502,"A_flagellata","Ph_niederhauserii_cluster"
"113",3,70,34,14,2,0.005,1.5,0.81848,0.4571,"A_flagellata","Ph_parvispora"
"114",3,83,34,39,9,0.013,4.2,0.99617,0.01368,"A_flagellata","Pp_chamaehyphon"
"115",3,85,34,12,4,0.004,1.3,0.99508,0.02976,"A_flagellata","Pp_litorale"
"116",3,88,34,76,23,0.026,8.2,1,0,"A_flagellata","Pp_sp._CAL-2011b"
"117",3,89,34,16,4,0.005,1.7,0.98038,0.07976,"A_flagellata","Pl_euphrasiae"
"118",3,91,34,15,4,0.005,1.6,0.98538,0.06473,"A_flagellata","Pc_myriandra"
"119",3,92,34,58,5,0.02,6.2,0.37798,0.78875,"A_flagellata","Py_terrestris"
"120",3,93,34,46,6,0.016,4.9,0.79287,0.37174,"A_flagellata","P_aff._torulosum"
"121",3,94,34,108,16,0.037,11.6,0.96708,0.0707,"A_flagellata","P_aff._volutum"
"122",3,95,34,58,9,0.02,6.2,0.93186,0.14505,"A_flagellata","P_angustatum"
"123",3,99,34,104,13,0.035,11.2,0.81488,0.30209,"A_flagellata","P_arrhenomanes_complex"
"124",3,100,34,46,4,0.016,4.9,0.42723,0.76502,"A_flagellata","P_chondricola"
"125",3,101,34,14,4,0.005,1.5,0.98943,0.05136,"A_flagellata","P_contiguanum"
"126",3,103,34,120,18,0.041,12.9,0.98057,0.04449,"A_flagellata","P_dissimile"
"127",3,104,34,145,18,0.049,15.6,0.85447,0.24413,"A_flagellata","P_dissotocum_complex"
"128",3,105,34,32,8,0.011,3.4,0.99683,0.01252,"A_flagellata","P_flevoense"
"129",3,106,34,42,5,0.014,4.5,0.71276,0.48291,"A_flagellata","P_folliculosum"
"130",3,107,34,15,0,0.005,1.6,0.17396,1,"A_flagellata","P_grandisporangium"
"131",3,109,34,15,2,0.005,1.6,0.78928,0.495,"A_flagellata","P_inflatum"
"132",3,111,34,19,4,0.006,2,0.95902,0.13425,"A_flagellata","P_jasmonium"
"133",3,112,34,49,11,0.017,5.3,0.99794,0.00729,"A_flagellata","P_kashmirense"
"134",3,113,34,38,5,0.013,4.1,0.79105,0.3888,"A_flagellata","P_longandrum"
"135",3,115,34,106,15,0.036,11.4,0.94016,0.11804,"A_flagellata","P_minus_complex"
"136",3,116,34,227,27,0.077,24.4,0.89571,0.2032,"A_flagellata","P_myriotylum_complex"
"137",3,117,34,82,11,0.028,8.8,0.86537,0.23956,"A_flagellata","P_ornamentatum"
"138",3,118,34,211,29,0.072,22.7,0.99732,0.00971,"A_flagellata","P_pachycaule_complex"
"139",3,119,34,121,17,0.041,13,0.95149,0.09778,"A_flagellata","P_pectinolyticum"
"140",3,120,34,120,16,0.041,12.9,0.90914,0.16624,"A_flagellata","P_periplocum"
"141",3,122,34,198,27,0.067,21.3,0.99209,0.02266,"A_flagellata","P_salpingophorum_complex"
"142",3,125,34,17,0,0.006,1.8,0.13682,1,"A_flagellata","P_sp._CAL-2011e"
"143",3,128,34,56,4,0.019,6,0.24067,0.88976,"A_flagellata","P_sulcatum"
"144",3,129,34,29,6,0.01,3.1,0.97564,0.07479,"A_flagellata","P_tardicrescens"
"145",3,130,34,183,25,0.062,19.7,0.98547,0.0364,"A_flagellata","P_terrestris"
"146",3,131,34,20,2,0.007,2.2,0.63317,0.65891,"A_flagellata","P_vanterpoolii"
"147",3,133,34,100,11,0.034,10.8,0.62014,0.53274,"A_flagellata","S_anisospora"
"148",3,134,34,14,2,0.005,1.5,0.81848,0.4571,"A_flagellata","S_asterophora"
"149",3,135,34,53,7,0.018,5.7,0.81183,0.33616,"A_flagellata","S_eccentrica"
"150",3,136,34,23,3,0.008,2.5,0.77525,0.46037,"A_flagellata","S_litoralis"
"151",3,137,34,259,27,0.088,27.9,0.41613,0.74801,"A_flagellata","S_megasperma"
"152",3,138,34,144,15,0.049,15.5,0.50263,0.63976,"A_flagellata","S_monilifera"
"153",3,140,34,11,0,0.004,1.2,0.2798,1,"A_flagellata","S_sp._CAL-2011b"
"154",3,141,34,12,1,0.004,1.3,0.6229,0.75139,"A_flagellata","S_subterranea"
"155",3,142,34,18,1,0.006,1.9,0.40131,0.87874,"A_flagellata","S_terrestris"
"156",3,143,34,77,10,0.026,8.3,0.82666,0.2966,"A_flagellata","S_turfosa"
"157",3,144,34,93,16,0.032,10,0.99386,0.01658,"A_flagellata","T_terrestris"
"158",5,13,11,82,0,0.009,2.9,0.03448,1,"A_papillosa","A_ minima"
"159",5,17,11,42,4,0.005,1.5,0.99173,0.04443,"A_papillosa","E_anandrum"
"160",5,19,11,46,6,0.005,1.6,0.99981,0.00183,"A_papillosa","E_undulatum_complex"
"161",5,20,11,62,4,0.007,2.2,0.95619,0.14919,"A_papillosa","G_aff._iwayamae"
"162",5,21,11,315,10,0.035,11,0.03481,1,"A_papillosa","G_attrantheridium_complex"
"163",5,26,11,117,1,0.013,4.1,0.04342,0.99444,"A_papillosa","G_heterothallicum_complex"
"164",5,28,11,51,1,0.006,1.8,0.44605,0.86061,"A_papillosa","G_irregulare_complex"
"165",5,31,11,152,4,0.017,5.3,0.31564,0.86468,"A_papillosa","G_macrosporum"
"166",5,33,11,48,0,0.005,1.7,0.15814,1,"A_papillosa","G_megalacanthum_complex"
"167",5,36,11,67,0,0.007,2.3,0.06931,1,"A_papillosa","G_okanoganense"
"168",5,38,11,32,0,0.004,1.1,0.30285,1,"A_papillosa","G_paddicum"
"169",5,39,11,202,2,0.022,7,0.00221,0.99978,"A_papillosa","G_parvum"
"170",5,40,11,39,0,0.004,1.4,0.22899,1,"A_papillosa","G_perplexum"
"171",5,42,11,114,1,0.013,4,0.04957,0.99342,"A_papillosa","G_rostratifingens"
"172",5,44,11,48,0,0.005,1.7,0.15814,1,"A_papillosa","G_uncinulatum"
"173",5,48,11,44,0,0.005,1.5,0.18671,1,"A_papillosa","L_giganteum"
"174",5,49,11,44,5,0.005,1.5,0.99858,0.01019,"A_papillosa","L_caudata"
"175",5,58,11,32,0,0.004,1.1,0.30285,1,"A_papillosa","Ph_cactorum_cluster"
"176",5,64,11,64,5,0.007,2.2,0.98901,0.04974,"A_papillosa","Ph_europaea_cluster"
"177",5,67,11,57,5,0.006,2,0.99405,0.03108,"A_papillosa","Ph_nemorosa_cluster"
"178",5,68,11,46,0,0.005,1.6,0.17189,1,"A_papillosa","Ph_niederhauserii_cluster"
"179",5,83,11,39,2,0.004,1.4,0.85776,0.40308,"A_papillosa","Pp_chamaehyphon"
"180",5,88,11,76,6,0.008,2.6,0.99481,0.02629,"A_papillosa","Pp_sp._CAL-2011b"
"181",5,92,11,58,2,0.006,2,0.67281,0.63118,"A_papillosa","Py_terrestris"
"182",5,93,11,46,0,0.005,1.6,0.17189,1,"A_papillosa","P_aff._torulosum"
"183",5,94,11,108,3,0.012,3.8,0.44667,0.78819,"A_papillosa","P_aff._volutum"
"184",5,95,11,58,0,0.006,2,0.10324,1,"A_papillosa","P_angustatum"
"185",5,99,11,104,5,0.011,3.6,0.88815,0.27565,"A_papillosa","P_arrhenomanes_complex"
"186",5,100,11,46,0,0.005,1.6,0.17189,1,"A_papillosa","P_chondricola"
"187",5,103,11,120,3,0.013,4.2,0.34283,0.85631,"A_papillosa","P_dissimile"
"188",5,104,11,145,4,0.016,5,0.37167,0.8291,"A_papillosa","P_dissotocum_complex"
"189",5,105,11,32,0,0.004,1.1,0.30285,1,"A_papillosa","P_flevoense"
"190",5,106,11,42,0,0.005,1.5,0.20269,1,"A_papillosa","P_folliculosum"
"191",5,112,11,49,0,0.005,1.7,0.15165,1,"A_papillosa","P_kashmirense"
"192",5,113,11,38,0,0.004,1.3,0.23842,1,"A_papillosa","P_longandrum"
"193",5,115,11,106,2,0.012,3.7,0.22499,0.93033,"A_papillosa","P_minus_complex"
"194",5,116,11,227,4,0.025,7.9,0.01359,0.99767,"A_papillosa","P_myriotylum_complex"
"195",5,117,11,82,1,0.009,2.9,0.17334,0.96552,"A_papillosa","P_ornamentatum"
"196",5,118,11,211,5,0.023,7.3,0.11648,0.96465,"A_papillosa","P_pachycaule_complex"
"197",5,119,11,121,1,0.013,4.2,0.03623,0.99558,"A_papillosa","P_pectinolyticum"
"198",5,120,11,120,0,0.013,4.2,0.00468,1,"A_papillosa","P_periplocum"
"199",5,122,11,198,5,0.022,6.9,0.18727,0.93322,"A_papillosa","P_salpingophorum_complex"
"200",5,128,11,56,1,0.006,1.9,0.38997,0.88742,"A_papillosa","P_sulcatum"
"201",5,129,11,29,0,0.003,1,0.34066,1,"A_papillosa","P_tardicrescens"
"202",5,130,11,183,2,0.02,6.4,0.00787,0.99901,"A_papillosa","P_terrestris"
"203",5,133,11,100,3,0.011,3.5,0.5206,0.73227,"A_papillosa","S_anisospora"
"204",5,135,11,53,2,0.006,1.8,0.7251,0.57692,"A_papillosa","S_eccentrica"
"205",5,137,11,259,8,0.029,9,0.31663,0.88326,"A_papillosa","S_megasperma"
"206",5,138,11,144,3,0.016,5,0.17644,0.94264,"A_papillosa","S_monilifera"
"207",5,143,11,77,7,0.008,2.7,0.99921,0.00563,"A_papillosa","S_turfosa"
"208",5,144,11,93,6,0.01,3.2,0.98238,0.06842,"A_papillosa","T_terrestris"
"209",7,9,20,23,1,0.005,1.5,0.56252,0.79001,"A_sparrowii","A_cladogamus"
"210",7,13,20,82,6,0.016,5.2,0.76092,0.42092,"A_sparrowii","A_ minima"
"211",7,15,20,17,0,0.003,1.1,0.31928,1,"A_sparrowii","B_macrospora"
"212",7,17,20,42,5,0.008,2.7,0.96453,0.10945,"A_sparrowii","E_anandrum"
"213",7,19,20,46,3,0.009,2.9,0.67111,0.57955,"A_sparrowii","E_undulatum_complex"
"214",7,20,20,62,7,0.012,3.9,0.97534,0.07295,"A_sparrowii","G_aff._iwayamae"
"215",7,21,20,315,19,0.063,19.9,0.06329,1,"A_sparrowii","G_attrantheridium_complex"
"216",7,26,20,117,7,0.023,7.4,0.5254,0.66141,"A_sparrowii","G_heterothallicum_complex"
"217",7,28,20,51,2,0.01,3.2,0.34393,0.86509,"A_sparrowii","G_irregulare_complex"
"218",7,31,20,152,11,0.03,9.6,0.80754,0.34177,"A_sparrowii","G_macrosporum"
"219",7,33,20,48,8,0.01,3,0.99905,0.00479,"A_sparrowii","G_megalacanthum_complex"
"220",7,36,20,67,7,0.013,4.2,0.96115,0.10437,"A_sparrowii","G_okanoganense"
"221",7,38,20,32,3,0.006,2,0.869,0.3295,"A_sparrowii","G_paddicum"
"222",7,39,20,202,17,0.04,12.8,0.99219,0.03176,"A_sparrowii","G_parvum"
"223",7,40,20,39,3,0.008,2.5,0.77725,0.45904,"A_sparrowii","G_perplexum"
"224",7,42,20,114,7,0.023,7.2,0.562,0.62741,"A_sparrowii","G_rostratifingens"
"225",7,44,20,48,6,0.01,3,0.98045,0.06437,"A_sparrowii","G_uncinulatum"
"226",7,46,20,18,4,0.004,1.1,0.99695,0.02017,"A_sparrowii","H_nesliae"
"227",7,48,20,44,5,0.009,2.8,0.95613,0.12824,"A_sparrowii","L_giganteum"
"228",7,49,20,44,8,0.009,2.8,0.99954,0.00263,"A_sparrowii","L_caudata"
"229",7,50,20,16,4,0.003,1,0.99831,0.01306,"A_sparrowii","L_sp._CAL-2011b"
"230",7,51,20,22,5,0.004,1.4,0.99884,0.00792,"A_sparrowii","N_oligocantha"
"231",7,52,20,16,1,0.003,1,0.73166,0.65791,"A_sparrowii","N_spinosa"
"232",7,58,20,32,1,0.006,2,0.37606,0.88988,"A_sparrowii","Ph_cactorum_cluster"
"233",7,62,20,21,4,0.004,1.3,0.99361,0.03475,"A_sparrowii","Ph_cryptogea_cluster"
"234",7,64,20,64,6,0.013,4.1,0.91532,0.19778,"A_sparrowii","Ph_europaea_cluster"
"235",7,66,20,18,4,0.004,1.1,0.99695,0.02017,"A_sparrowii","Ph_megasperma_cluster"
"236",7,67,20,57,3,0.011,3.6,0.49751,0.73546,"A_sparrowii","Ph_nemorosa_cluster"
"237",7,68,20,46,2,0.009,2.9,0.42045,0.81977,"A_sparrowii","Ph_niederhauserii_cluster"
"238",7,83,20,39,3,0.008,2.5,0.77725,0.45904,"A_sparrowii","Pp_chamaehyphon"
"239",7,88,20,76,8,0.015,4.8,0.97204,0.07754,"A_sparrowii","Pp_sp._CAL-2011b"
"240",7,89,20,16,2,0.003,1,0.92851,0.26834,"A_sparrowii","Pl_euphrasiae"
"241",7,92,20,58,2,0.012,3.7,0.25266,0.91199,"A_sparrowii","Py_terrestris"
"242",7,93,20,46,9,0.009,2.9,0.9999,0.00067,"A_sparrowii","P_aff._torulosum"
"243",7,94,20,108,15,0.022,6.8,0.99998,0.00014,"A_sparrowii","P_aff._volutum"
"244",7,95,20,58,8,0.012,3.7,0.99583,0.01641,"A_sparrowii","P_angustatum"
"245",7,99,20,104,11,0.021,6.6,0.99058,0.02983,"A_sparrowii","P_arrhenomanes_complex"
"246",7,100,20,46,3,0.009,2.9,0.67111,0.57955,"A_sparrowii","P_chondricola"
"247",7,103,20,120,11,0.024,7.6,0.96681,0.08488,"A_sparrowii","P_dissimile"
"248",7,104,20,145,13,0.029,9.2,0.97776,0.06173,"A_sparrowii","P_dissotocum_complex"
"249",7,105,20,32,8,0.006,2,0.99997,0.00025,"A_sparrowii","P_flevoense"
"250",7,106,20,42,5,0.008,2.7,0.96453,0.10945,"A_sparrowii","P_folliculosum"
"251",7,111,20,19,1,0.004,1.2,0.65784,0.72207,"A_sparrowii","P_jasmonium"
"252",7,112,20,49,2,0.01,3.1,0.37345,0.84828,"A_sparrowii","P_kashmirense"
"253",7,113,20,38,4,0.008,2.4,0.92335,0.20855,"A_sparrowii","P_longandrum"
"254",7,115,20,106,9,0.021,6.7,0.91174,0.18896,"A_sparrowii","P_minus_complex"
"255",7,116,20,227,17,0.045,14.4,0.95425,0.13466,"A_sparrowii","P_myriotylum_complex"
"256",7,117,20,82,11,0.016,5.2,0.99909,0.00408,"A_sparrowii","P_ornamentatum"
"257",7,118,20,211,17,0.042,13.4,0.98462,0.05576,"A_sparrowii","P_pachycaule_complex"
"258",7,119,20,121,13,0.024,7.7,0.9969,0.01164,"A_sparrowii","P_pectinolyticum"
"259",7,120,20,120,12,0.024,7.6,0.98928,0.03319,"A_sparrowii","P_periplocum"
"260",7,122,20,198,18,0.04,12.5,0.99915,0.0057,"A_sparrowii","P_salpingophorum_complex"
"261",7,125,20,17,1,0.003,1.1,0.70698,0.68072,"A_sparrowii","P_sp._CAL-2011e"
"262",7,128,20,56,5,0.011,3.5,0.87902,0.26905,"A_sparrowii","P_sulcatum"
"263",7,129,20,29,4,0.006,1.8,0.9734,0.09826,"A_sparrowii","P_tardicrescens"
"264",7,130,20,183,13,0.037,11.6,0.81442,0.33763,"A_sparrowii","P_terrestris"
"265",7,131,20,20,3,0.004,1.3,0.97065,0.12343,"A_sparrowii","P_vanterpoolii"
"266",7,133,20,100,12,0.02,6.3,0.99841,0.00653,"A_sparrowii","S_anisospora"
"267",7,135,20,53,3,0.011,3.4,0.55998,0.68408,"A_sparrowii","S_eccentrica"
"268",7,136,20,23,3,0.005,1.5,0.95276,0.16956,"A_sparrowii","S_litoralis"
"269",7,137,20,259,14,0.052,16.4,0.12952,0.95163,"A_sparrowii","S_megasperma"
"270",7,138,20,144,6,0.029,9.1,0.11173,0.95542,"A_sparrowii","S_monilifera"
"271",7,142,20,18,0,0.004,1.1,0.29793,1,"A_sparrowii","S_terrestris"
"272",7,143,20,77,2,0.015,4.9,0.09448,0.97551,"A_sparrowii","S_turfosa"
"273",7,144,20,93,13,0.019,5.9,0.99987,0.00071,"A_sparrowii","T_terrestris"
"274",8,13,4,82,2,0.003,1,0.94487,0.27723,"A_candida","A_ minima"
"275",8,21,4,315,4,0.013,4,1,0.98734,"A_candida","G_attrantheridium_complex"
"276",8,26,4,117,3,0.005,1.5,0.98181,0.14518,"A_candida","G_heterothallicum_complex"
"277",8,31,4,152,4,0.006,1.9,1,0.05244,"A_candida","G_macrosporum"
"278",8,39,4,202,4,0.008,2.6,1,0.16518,"A_candida","G_parvum"
"279",8,42,4,114,3,0.005,1.4,0.98363,0.13553,"A_candida","G_rostratifingens"
"280",8,94,4,108,1,0.004,1.4,0.57752,0.81414,"A_candida","P_aff._volutum"
"281",8,99,4,104,3,0.004,1.3,0.98872,0.10599,"A_candida","P_arrhenomanes_complex"
"282",8,103,4,120,1,0.005,1.5,0.51008,0.85372,"A_candida","P_dissimile"
"283",8,104,4,145,4,0.006,1.8,1,0.04334,"A_candida","P_dissotocum_complex"
"284",8,115,4,106,3,0.004,1.3,0.98781,0.11158,"A_candida","P_minus_complex"
"285",8,116,4,227,4,0.009,2.9,1,0.2643,"A_candida","P_myriotylum_complex"
"286",8,117,4,82,2,0.003,1,0.94487,0.27723,"A_candida","P_ornamentatum"
