"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name"
"1716",39,72,202,2,2,0.004,1.3,1,0.4079,"G_parvum","Ph_porri"
"1717",39,74,202,3,3,0.006,1.9,1,0.25981,"G_parvum","Ph_sp._CAL-2011b"
"1718",39,76,202,2,2,0.004,1.3,1,0.4079,"G_parvum","Ph_syringae"
"1719",39,77,202,3,2,0.006,1.9,0.74019,0.70408,"G_parvum","Ph_tentaculata"
"1720",39,78,202,7,7,0.014,4.5,1,0.04198,"G_parvum","Ph_transitoria"
"1721",39,83,202,39,31,0.079,24.9,0.99234,0.02089,"G_parvum","Pp_chamaehyphon"
"1722",39,84,202,3,1,0.006,1.9,0.29592,0.95384,"G_parvum","Pp_citrinum"
"1723",39,85,202,12,11,0.024,7.7,0.99588,0.03365,"G_parvum","Pp_litorale"
"1724",39,87,202,3,3,0.006,1.9,1,0.25981,"G_parvum","Pp_oedochilum"
"1725",39,88,202,76,49,0.154,48.6,0.59681,0.51164,"G_parvum","Pp_sp._CAL-2011b"
"1726",39,89,202,16,14,0.032,10.2,0.99332,0.03401,"G_parvum","Pl_euphrasiae"
"1727",39,91,202,15,13,0.03,9.6,0.9899,0.04818,"G_parvum","Pc_myriandra"
"1728",39,92,202,58,43,0.117,37.1,0.97596,0.04841,"G_parvum","Py_terrestris"
"1729",39,93,202,46,44,0.093,29.4,1,0,"G_parvum","P_aff._torulosum"
"1730",39,94,202,108,99,0.218,69,1,0,"G_parvum","P_aff._volutum"
"1731",39,95,202,58,49,0.117,37.1,0.99996,0.00015,"G_parvum","P_angustatum"
"1732",39,98,202,8,7,0.016,5.1,0.97351,0.1504,"G_parvum","P_aquatile_complex"
"1733",39,99,202,104,80,0.21,66.5,0.99982,0.00048,"G_parvum","P_arrhenomanes_complex"
"1734",39,100,202,46,39,0.093,29.4,0.99981,0.00077,"G_parvum","P_chondricola"
"1735",39,101,202,14,11,0.028,8.9,0.93236,0.19069,"G_parvum","P_contiguanum"
"1736",39,102,202,7,5,0.014,4.5,0.78709,0.50705,"G_parvum","P_deliense"
"1737",39,103,202,120,83,0.243,76.7,0.95001,0.08061,"G_parvum","P_dissimile"
"1738",39,104,202,145,125,0.293,92.7,1,0,"G_parvum","P_dissotocum_complex"
"1739",39,105,202,32,28,0.065,20.5,0.99962,0.00187,"G_parvum","P_flevoense"
"1740",39,106,202,42,39,0.085,26.8,1,1e-05,"G_parvum","P_folliculosum"
"1741",39,107,202,15,12,0.03,9.6,0.95182,0.14546,"G_parvum","P_grandisporangium"
"1742",39,108,202,2,2,0.004,1.3,1,0.4079,"G_parvum","P_hydnosporum"
"1743",39,109,202,15,15,0.03,9.6,1,0.001,"G_parvum","P_inflatum"
"1744",39,110,202,7,4,0.014,4.5,0.49295,0.78435,"G_parvum","P_insidiosum"
"1745",39,111,202,19,13,0.038,12.1,0.74343,0.43888,"G_parvum","P_jasmonium"
"1746",39,112,202,49,42,0.099,31.3,0.99994,0.00026,"G_parvum","P_kashmirense"
"1747",39,113,202,38,34,0.077,24.3,0.99997,0.00019,"G_parvum","P_longandrum"
"1748",39,114,202,5,5,0.01,3.2,1,0.10483,"G_parvum","P_lycopersicum"
"1749",39,115,202,106,89,0.214,67.8,1,0,"G_parvum","P_minus_complex"
"1750",39,116,202,227,183,0.459,145.1,1,0,"G_parvum","P_myriotylum_complex"
"1751",39,117,202,82,77,0.166,52.4,1,0,"G_parvum","P_ornamentatum"
"1752",39,118,202,211,173,0.427,134.9,1,0,"G_parvum","P_pachycaule_complex"
"1753",39,119,202,121,108,0.245,77.3,1,0,"G_parvum","P_pectinolyticum"
"1754",39,120,202,120,104,0.243,76.7,1,0,"G_parvum","P_periplocum"
"1755",39,121,202,5,5,0.01,3.2,1,0.10483,"G_parvum","P_pyrilobum"
"1756",39,122,202,198,159,0.401,126.6,1,0,"G_parvum","P_salpingophorum_complex"
"1757",39,125,202,17,12,0.034,10.9,0.79953,0.37936,"G_parvum","P_sp._CAL-2011e"
"1758",39,126,202,2,2,0.004,1.3,1,0.4079,"G_parvum","P_sp._CAL-2011f"
"1759",39,128,202,56,52,0.113,35.8,1,0,"G_parvum","P_sulcatum"
"1760",39,129,202,29,25,0.059,18.5,0.99876,0.00546,"G_parvum","P_tardicrescens"
"1761",39,130,202,183,144,0.37,117,1,0,"G_parvum","P_terrestris"
"1762",39,131,202,20,20,0.04,12.8,1,9e-05,"G_parvum","P_vanterpoolii"
"1763",39,133,202,100,72,0.202,63.9,0.9854,0.02726,"G_parvum","S_anisospora"
"1764",39,134,202,14,7,0.028,8.9,0.20274,0.91622,"G_parvum","S_asterophora"
"1765",39,135,202,53,19,0.107,33.9,0,1,"G_parvum","S_eccentrica"
"1766",39,136,202,23,13,0.047,14.7,0.28983,0.83985,"G_parvum","S_litoralis"
"1767",39,137,202,259,158,0.524,165.6,0.01401,0.99416,"G_parvum","S_megasperma"
"1768",39,138,202,144,95,0.291,92.1,0.79128,0.28254,"G_parvum","S_monilifera"
"1769",39,139,202,2,0,0.004,1.3,0.12942,1,"G_parvum","S_monoica"
"1770",39,140,202,11,1,0.022,7,0.00022,0.99999,"G_parvum","S_sp._CAL-2011b"
"1771",39,141,202,12,12,0.024,7.7,1,0.00412,"G_parvum","S_subterranea"
"1772",39,142,202,18,12,0.036,11.5,0.68586,0.50979,"G_parvum","S_terrestris"
"1773",39,143,202,77,24,0.156,49.2,0,1,"G_parvum","S_turfosa"
"1774",39,144,202,93,82,0.188,59.4,1,0,"G_parvum","T_terrestris"
"1775",40,42,39,114,25,0.045,14.1,0.99997,0.00014,"G_perplexum","G_rostratifingens"
"1776",40,43,39,9,5,0.004,1.1,0.99984,0.00195,"G_perplexum","G_rostratum"
"1777",40,44,39,48,5,0.019,5.9,0.43639,0.74338,"G_perplexum","G_uncinulatum"
"1778",40,46,39,18,2,0.007,2.2,0.61249,0.67816,"G_perplexum","H_nesliae"
"1779",40,48,39,44,15,0.017,5.4,0.99999,3e-05,"G_perplexum","L_giganteum"
"1780",40,49,39,44,12,0.017,5.4,0.99926,0.00285,"G_perplexum","L_caudata"
"1781",40,50,39,16,3,0.006,2,0.87966,0.31443,"G_perplexum","L_sp._CAL-2011b"
"1782",40,51,39,22,2,0.009,2.7,0.4728,0.78468,"G_perplexum","N_oligocantha"
"1783",40,52,39,16,1,0.006,2,0.38882,0.88502,"G_perplexum","N_spinosa"
"1784",40,56,39,12,1,0.005,1.5,0.55108,0.80029,"G_perplexum","Pe_radii"
"1785",40,57,39,13,9,0.005,1.6,1,0,"G_perplexum","Ph_aff._sansomeana"
"1786",40,58,39,32,0,0.012,3.9,0.01164,1,"G_perplexum","Ph_cactorum_cluster"
"1787",40,62,39,21,9,0.008,2.6,0.99997,0.00026,"G_perplexum","Ph_cryptogea_cluster"
"1788",40,64,39,64,17,0.025,7.9,0.99992,0.00033,"G_perplexum","Ph_europaea_cluster"
"1789",40,66,39,18,6,0.007,2.2,0.99707,0.01453,"G_perplexum","Ph_megasperma_cluster"
"1790",40,67,39,57,8,0.022,7,0.74921,0.40475,"G_perplexum","Ph_nemorosa_cluster"
"1791",40,68,39,46,11,0.018,5.7,0.99563,0.01378,"G_perplexum","Ph_niederhauserii_cluster"
"1792",40,70,39,14,6,0.005,1.7,0.99954,0.00345,"G_perplexum","Ph_parvispora"
"1793",40,83,39,39,15,0.015,4.8,1,1e-05,"G_perplexum","Pp_chamaehyphon"
"1794",40,85,39,12,8,0.005,1.5,1,1e-05,"G_perplexum","Pp_litorale"
"1795",40,88,39,76,13,0.03,9.4,0.94674,0.10795,"G_perplexum","Pp_sp._CAL-2011b"
"1796",40,89,39,16,6,0.006,2,0.99872,0.00759,"G_perplexum","Pl_euphrasiae"
"1797",40,91,39,15,4,0.006,1.9,0.9738,0.09892,"G_perplexum","Pc_myriandra"
"1798",40,92,39,58,13,0.023,7.2,0.99581,0.01239,"G_perplexum","Py_terrestris"
"1799",40,93,39,46,20,0.018,5.7,1,0,"G_perplexum","P_aff._torulosum"
"1800",40,94,39,108,29,0.042,13.3,1,0,"G_perplexum","P_aff._volutum"
"1801",40,95,39,58,11,0.023,7.2,0.9677,0.07424,"G_perplexum","P_angustatum"
"1802",40,99,39,104,15,0.041,12.8,0.83423,0.26921,"G_perplexum","P_arrhenomanes_complex"
"1803",40,100,39,46,15,0.018,5.7,0.99999,6e-05,"G_perplexum","P_chondricola"
"1804",40,101,39,14,7,0.005,1.7,0.99995,0.00046,"G_perplexum","P_contiguanum"
"1805",40,103,39,120,25,0.047,14.8,0.9999,0.00038,"G_perplexum","P_dissimile"
"1806",40,104,39,145,34,0.057,17.9,1,0,"G_perplexum","P_dissotocum_complex"
"1807",40,105,39,32,12,0.012,3.9,0.99999,9e-05,"G_perplexum","P_flevoense"
"1808",40,106,39,42,12,0.016,5.2,0.99957,0.0018,"G_perplexum","P_folliculosum"
"1809",40,107,39,15,8,0.006,1.9,0.99999,9e-05,"G_perplexum","P_grandisporangium"
"1810",40,109,39,15,7,0.006,1.9,0.99991,0.00079,"G_perplexum","P_inflatum"
"1811",40,111,39,19,3,0.007,2.3,0.80495,0.4236,"G_perplexum","P_jasmonium"
"1812",40,112,39,49,11,0.019,6,0.99217,0.02261,"G_perplexum","P_kashmirense"
"1813",40,113,39,38,11,0.015,4.7,0.99936,0.00264,"G_perplexum","P_longandrum"
"1814",40,115,39,106,15,0.041,13.1,0.81035,0.30013,"G_perplexum","P_minus_complex"
"1815",40,116,39,227,37,0.089,28,0.99998,0.00016,"G_perplexum","P_myriotylum_complex"
"1816",40,117,39,82,24,0.032,10.1,1,0,"G_perplexum","P_ornamentatum"
"1817",40,118,39,211,36,0.082,26,0.99999,9e-05,"G_perplexum","P_pachycaule_complex"
"1818",40,119,39,121,24,0.047,14.9,0.99955,0.00148,"G_perplexum","P_pectinolyticum"
"1819",40,120,39,120,27,0.047,14.8,0.99999,2e-05,"G_perplexum","P_periplocum"
"1820",40,122,39,198,32,0.077,24.4,0.9986,0.00478,"G_perplexum","P_salpingophorum_complex"
"1821",40,125,39,17,5,0.007,2.1,0.98934,0.04465,"G_perplexum","P_sp._CAL-2011e"
"1822",40,128,39,56,21,0.022,6.9,1,0,"G_perplexum","P_sulcatum"
"1823",40,129,39,29,10,0.011,3.6,0.99983,0.00094,"G_perplexum","P_tardicrescens"
"1824",40,130,39,183,33,0.071,22.6,0.99997,0.00016,"G_perplexum","P_terrestris"
"1825",40,131,39,20,9,0.008,2.5,0.99998,0.00017,"G_perplexum","P_vanterpoolii"
"1826",40,133,39,100,21,0.039,12.3,0.99945,0.00179,"G_perplexum","S_anisospora"
"1827",40,134,39,14,0,0.005,1.7,0.15168,1,"G_perplexum","S_asterophora"
"1828",40,135,39,53,5,0.021,6.5,0.32827,0.82378,"G_perplexum","S_eccentrica"
"1829",40,136,39,23,0,0.009,2.8,0.04292,1,"G_perplexum","S_litoralis"
"1830",40,137,39,259,32,0.101,32,0.58025,0.59525,"G_perplexum","S_megasperma"
"1831",40,138,39,144,26,0.056,17.8,0.99868,0.00394,"G_perplexum","S_monilifera"
"1832",40,140,39,11,0,0.004,1.4,0.22899,1,"G_perplexum","S_sp._CAL-2011b"
"1833",40,141,39,12,8,0.005,1.5,1,1e-05,"G_perplexum","S_subterranea"
"1834",40,142,39,18,3,0.007,2.2,0.83139,0.38751,"G_perplexum","S_terrestris"
"1835",40,143,39,77,4,0.03,9.5,0.01774,0.99508,"G_perplexum","S_turfosa"
"1836",40,144,39,93,28,0.036,11.5,1,0,"G_perplexum","T_terrestris"
"1837",41,116,2,227,2,0.005,1.4,1,0.51539,"G_rhizosaccharum","P_myriotylum_complex"
"1838",41,118,2,211,2,0.004,1.3,1,0.44515,"G_rhizosaccharum","P_pachycaule_complex"
"1839",41,122,2,198,2,0.004,1.3,1,0.39186,"G_rhizosaccharum","P_salpingophorum_complex"
"1840",41,130,2,183,2,0.004,1.2,1,0.3346,"G_rhizosaccharum","P_terrestris"
"1841",41,137,2,259,2,0.005,1.6,1,0.67131,"G_rhizosaccharum","S_megasperma"
"1842",42,43,114,9,8,0.01,3.2,0.99992,0.00152,"G_rostratifingens","G_rostratum"
"1843",42,44,114,48,32,0.055,17.3,1,0,"G_rostratifingens","G_uncinulatum"
"1844",42,45,114,4,3,0.005,1.4,0.98363,0.13553,"G_rostratifingens","G_violae"
"1845",42,46,114,18,14,0.021,6.5,0.99997,0.00026,"G_rostratifingens","H_nesliae"
"1846",42,48,114,44,17,0.05,15.9,0.71151,0.41191,"G_rostratifingens","L_giganteum"
"1847",42,49,114,44,12,0.05,15.9,0.12597,0.93282,"G_rostratifingens","L_caudata"
"1848",42,50,114,16,5,0.018,5.8,0.45142,0.74692,"G_rostratifingens","L_sp._CAL-2011b"
"1849",42,51,114,22,10,0.025,7.9,0.87997,0.23345,"G_rostratifingens","N_oligocantha"
"1850",42,52,114,16,7,0.018,5.8,0.82287,0.34215,"G_rostratifingens","N_spinosa"
"1851",42,53,114,5,2,0.006,1.8,0.74931,0.5934,"G_rostratifingens","Pe_aparines"
"1852",42,54,114,4,3,0.005,1.4,0.98363,0.13553,"G_rostratifingens","Pe_calotheca"
"1853",42,55,114,5,0,0.006,1.8,0.10483,1,"G_rostratifingens","Pe_conglomerata"
"1854",42,56,114,12,9,0.014,4.3,0.99909,0.00614,"G_rostratifingens","Pe_radii"
"1855",42,57,114,13,10,0.015,4.7,0.99964,0.00271,"G_rostratifingens","Ph_aff._sansomeana"
"1856",42,58,114,32,5,0.037,11.5,0.00712,0.99813,"G_rostratifingens","Ph_cactorum_cluster"
"1857",42,60,114,6,1,0.007,2.2,0.29695,0.9336,"G_rostratifingens","Ph_cichorii"
"1858",42,62,114,21,12,0.024,7.6,0.98842,0.03459,"G_rostratifingens","Ph_cryptogea_cluster"
"1859",42,63,114,4,4,0.005,1.4,1,0.01637,"G_rostratifingens","Ph_drechsleri"
"1860",42,64,114,64,31,0.073,23.1,0.99231,0.01623,"G_rostratifingens","Ph_europaea_cluster"
"1861",42,65,114,4,3,0.005,1.4,0.98363,0.13553,"G_rostratifingens","Ph_litoralis"
"1862",42,66,114,18,6,0.021,6.5,0.50979,0.68586,"G_rostratifingens","Ph_megasperma_cluster"
"1863",42,67,114,57,23,0.065,20.6,0.81499,0.27573,"G_rostratifingens","Ph_nemorosa_cluster"
"1864",42,68,114,46,30,0.053,16.6,1,1e-05,"G_rostratifingens","Ph_niederhauserii_cluster"
"1865",42,70,114,14,14,0.016,5.1,1,0,"G_rostratifingens","Ph_parvispora"
"1866",42,71,114,3,1,0.003,1.1,0.70408,0.74019,"G_rostratifingens","Ph_personensis_cluster"
"1867",42,74,114,3,1,0.003,1.1,0.70408,0.74019,"G_rostratifingens","Ph_sp._CAL-2011b"
"1868",42,77,114,3,3,0.003,1.1,1,0.04616,"G_rostratifingens","Ph_tentaculata"
"1869",42,78,114,7,7,0.008,2.5,1,7e-04,"G_rostratifingens","Ph_transitoria"
"1870",42,83,114,39,17,0.045,14.1,0.8882,0.19256,"G_rostratifingens","Pp_chamaehyphon"
"1871",42,84,114,3,1,0.003,1.1,0.70408,0.74019,"G_rostratifingens","Pp_citrinum"
"1872",42,85,114,12,6,0.014,4.3,0.90625,0.23312,"G_rostratifingens","Pp_litorale"
"1873",42,87,114,3,2,0.003,1.1,0.95384,0.29592,"G_rostratifingens","Pp_oedochilum"
"1874",42,88,114,76,29,0.087,27.4,0.71733,0.38114,"G_rostratifingens","Pp_sp._CAL-2011b"
"1875",42,89,114,16,6,0.018,5.8,0.65785,0.54858,"G_rostratifingens","Pl_euphrasiae"
"1876",42,91,114,15,8,0.017,5.4,0.9531,0.12593,"G_rostratifingens","Pc_myriandra"
"1877",42,92,114,58,20,0.066,20.9,0.4525,0.66392,"G_rostratifingens","Py_terrestris"
"1878",42,93,114,46,31,0.053,16.6,1,0,"G_rostratifingens","P_aff._torulosum"
"1879",42,94,114,108,49,0.123,39,0.99518,0.00953,"G_rostratifingens","P_aff._volutum"
"1880",42,95,114,58,27,0.066,20.9,0.9756,0.04701,"G_rostratifingens","P_angustatum"
"1881",42,98,114,8,4,0.009,2.9,0.88396,0.31526,"G_rostratifingens","P_aquatile_complex"
"1882",42,99,114,104,54,0.119,37.5,0.99999,4e-05,"G_rostratifingens","P_arrhenomanes_complex"
"1883",42,100,114,46,25,0.053,16.6,0.99817,0.00488,"G_rostratifingens","P_chondricola"
"1884",42,101,114,14,9,0.016,5.1,0.99343,0.02696,"G_rostratifingens","P_contiguanum"
"1885",42,102,114,7,1,0.008,2.5,0.21291,0.95802,"G_rostratifingens","P_deliense"
"1886",42,103,114,120,35,0.137,43.3,0.02941,0.98361,"G_rostratifingens","P_dissimile"
"1887",42,104,114,145,72,0.166,52.3,1,0,"G_rostratifingens","P_dissotocum_complex"
"1888",42,105,114,32,18,0.037,11.5,0.99597,0.01149,"G_rostratifingens","P_flevoense"
"1889",42,106,114,42,15,0.048,15.2,0.55237,0.58443,"G_rostratifingens","P_folliculosum"
"1890",42,107,114,15,7,0.017,5.4,0.87407,0.26995,"G_rostratifingens","P_grandisporangium"
"1891",42,109,114,15,9,0.017,5.4,0.98634,0.0469,"G_rostratifingens","P_inflatum"
"1892",42,110,114,7,1,0.008,2.5,0.21291,0.95802,"G_rostratifingens","P_insidiosum"
"1893",42,111,114,19,11,0.022,6.9,0.98759,0.03845,"G_rostratifingens","P_jasmonium"
"1894",42,112,114,49,30,0.056,17.7,0.99998,9e-05,"G_rostratifingens","P_kashmirense"
"1895",42,113,114,38,23,0.043,13.7,0.99972,0.00095,"G_rostratifingens","P_longandrum"
"1896",42,114,114,5,2,0.006,1.8,0.74931,0.5934,"G_rostratifingens","P_lycopersicum"
"1897",42,115,114,106,49,0.121,38.2,0.99726,0.00568,"G_rostratifingens","P_minus_complex"
"1898",42,116,114,227,107,0.259,81.9,1,0,"G_rostratifingens","P_myriotylum_complex"
"1899",42,117,114,82,35,0.094,29.6,0.94228,0.095,"G_rostratifingens","P_ornamentatum"
"1900",42,118,114,211,104,0.241,76.1,1,0,"G_rostratifingens","P_pachycaule_complex"
"1901",42,119,114,121,57,0.138,43.7,0.99956,0.00102,"G_rostratifingens","P_pectinolyticum"
"1902",42,120,114,120,71,0.137,43.3,1,0,"G_rostratifingens","P_periplocum"
"1903",42,121,114,5,2,0.006,1.8,0.74931,0.5934,"G_rostratifingens","P_pyrilobum"
"1904",42,122,114,198,99,0.226,71.4,1,0,"G_rostratifingens","P_salpingophorum_complex"
"1905",42,125,114,17,13,0.019,6.1,0.99992,6e-04,"G_rostratifingens","P_sp._CAL-2011e"
"1906",42,128,114,56,31,0.064,20.2,0.99967,0.00094,"G_rostratifingens","P_sulcatum"
"1907",42,129,114,29,13,0.033,10.5,0.89005,0.20288,"G_rostratifingens","P_tardicrescens"
"1908",42,130,114,183,96,0.209,66,1,0,"G_rostratifingens","P_terrestris"
"1909",42,131,114,20,17,0.023,7.2,1,0,"G_rostratifingens","P_vanterpoolii"
"1910",42,133,114,100,36,0.114,36.1,0.5442,0.55597,"G_rostratifingens","S_anisospora"
"1911",42,134,114,14,3,0.016,5.1,0.19069,0.93236,"G_rostratifingens","S_asterophora"
"1912",42,135,114,53,8,0.061,19.1,0.00024,0.99994,"G_rostratifingens","S_eccentrica"
"1913",42,136,114,23,5,0.026,8.3,0.10103,0.96117,"G_rostratifingens","S_litoralis"
"1914",42,137,114,259,87,0.296,93.4,0.03648,0.98172,"G_rostratifingens","S_megasperma"
"1915",42,138,114,144,54,0.164,51.9,0.72589,0.35739,"G_rostratifingens","S_monilifera"
"1916",42,140,114,11,0,0.013,4,0.00658,1,"G_rostratifingens","S_sp._CAL-2011b"
"1917",42,141,114,12,10,0.014,4.3,0.99992,0.00091,"G_rostratifingens","S_subterranea"
"1918",42,142,114,18,7,0.021,6.5,0.69943,0.49021,"G_rostratifingens","S_terrestris"
"1919",42,143,114,77,9,0.088,27.8,0,1,"G_rostratifingens","S_turfosa"
"1920",42,144,114,93,45,0.106,33.6,0.99884,0.00262,"G_rostratifingens","T_terrestris"
"1921",43,44,9,48,3,0.004,1.4,0.96682,0.14219,"G_rostratum","G_uncinulatum"
"1922",43,48,9,44,2,0.004,1.3,0.8842,0.36362,"G_rostratum","L_giganteum"
"1923",43,49,9,44,2,0.004,1.3,0.8842,0.36362,"G_rostratum","L_caudata"
"1924",43,64,9,64,1,0.006,1.8,0.42562,0.87335,"G_rostratum","Ph_europaea_cluster"
"1925",43,67,9,57,1,0.005,1.6,0.49525,0.83729,"G_rostratum","Ph_nemorosa_cluster"
"1926",43,68,9,46,3,0.004,1.3,0.97138,0.1287,"G_rostratum","Ph_niederhauserii_cluster"
"1927",43,83,9,39,3,0.004,1.1,0.98409,0.08627,"G_rostratum","Pp_chamaehyphon"
"1928",43,88,9,76,2,0.007,2.2,0.62763,0.68002,"G_rostratum","Pp_sp._CAL-2011b"
"1929",43,92,9,58,5,0.005,1.7,0.99838,0.01233,"G_rostratum","Py_terrestris"
"1930",43,93,9,46,6,0.004,1.3,0.99997,0.00042,"G_rostratum","P_aff._torulosum"
"1931",43,94,9,108,7,0.01,3.1,0.999,0.00878,"G_rostratum","P_aff._volutum"
"1932",43,95,9,58,2,0.005,1.7,0.78285,0.51502,"G_rostratum","P_angustatum"
"1933",43,99,9,104,4,0.009,3,0.86485,0.3379,"G_rostratum","P_arrhenomanes_complex"
"1934",43,100,9,46,2,0.004,1.3,0.8713,0.38604,"G_rostratum","P_chondricola"
"1935",43,103,9,120,5,0.011,3.4,0.92451,0.22272,"G_rostratum","P_dissimile"
"1936",43,104,9,145,9,0.013,4.1,1,0.00079,"G_rostratum","P_dissotocum_complex"
"1937",43,106,9,42,1,0.004,1.2,0.65893,0.72783,"G_rostratum","P_folliculosum"
"1938",43,112,9,49,1,0.004,1.4,0.5807,0.78514,"G_rostratum","P_kashmirense"
"1939",43,113,9,38,2,0.003,1.1,0.91915,0.29577,"G_rostratum","P_longandrum"
"1940",43,115,9,106,4,0.01,3,0.85519,0.35362,"G_rostratum","P_minus_complex"
"1941",43,116,9,227,9,0.02,6.5,1,0.04867,"G_rostratum","P_myriotylum_complex"
"1942",43,117,9,82,4,0.007,2.3,0.94594,0.18098,"G_rostratum","P_ornamentatum"
"1943",43,118,9,211,9,0.019,6,1,0.0249,"G_rostratum","P_pachycaule_complex"
"1944",43,119,9,121,4,0.011,3.4,0.77106,0.47455,"G_rostratum","P_pectinolyticum"
"1945",43,120,9,120,6,0.011,3.4,0.983,0.07549,"G_rostratum","P_periplocum"
"1946",43,122,9,198,6,0.018,5.6,0.7183,0.54982,"G_rostratum","P_salpingophorum_complex"
"1947",43,128,9,56,2,0.005,1.6,0.79873,0.49438,"G_rostratum","P_sulcatum"
"1948",43,130,9,183,8,0.016,5.2,0.99327,0.05276,"G_rostratum","P_terrestris"
"1949",43,133,9,100,6,0.009,2.8,0.99464,0.03094,"G_rostratum","S_anisospora"
"1950",43,135,9,53,2,0.005,1.5,0.82178,0.4627,"G_rostratum","S_eccentrica"
"1951",43,137,9,259,7,0.023,7.4,0.50475,0.79084,"G_rostratum","S_megasperma"
"1952",43,138,9,144,4,0.013,4.1,0.60926,0.65406,"G_rostratum","S_monilifera"
"1953",43,143,9,77,1,0.007,2.2,0.31202,0.922,"G_rostratum","S_turfosa"
"1954",43,144,9,93,5,0.008,2.6,0.97865,0.08889,"G_rostratum","T_terrestris"
"1955",44,46,48,18,4,0.009,2.7,0.88065,0.28485,"G_uncinulatum","H_nesliae"
"1956",44,48,48,44,3,0.021,6.7,0.06709,0.97951,"G_uncinulatum","L_giganteum"
"1957",44,49,48,44,6,0.021,6.7,0.48235,0.69374,"G_uncinulatum","L_caudata"
"1958",44,50,48,16,2,0.008,2.4,0.55067,0.73058,"G_uncinulatum","L_sp._CAL-2011b"
"1959",44,51,48,22,5,0.011,3.3,0.90293,0.22839,"G_uncinulatum","N_oligocantha"
"1960",44,52,48,16,0,0.008,2.4,0.06676,1,"G_uncinulatum","N_spinosa"
"1961",44,56,48,12,4,0.006,1.8,0.97729,0.0917,"G_uncinulatum","Pe_radii"
"1962",44,57,48,13,1,0.006,2,0.38574,0.88779,"G_uncinulatum","Ph_aff._sansomeana"
"1963",44,58,48,32,5,0.015,4.9,0.64603,0.55508,"G_uncinulatum","Ph_cactorum_cluster"
"1964",44,62,48,21,5,0.01,3.2,0.92025,0.19854,"G_uncinulatum","Ph_cryptogea_cluster"
"1965",44,64,48,64,4,0.031,9.7,0.01548,0.99575,"G_uncinulatum","Ph_europaea_cluster"
"1966",44,66,48,18,1,0.009,2.7,0.20913,0.95292,"G_uncinulatum","Ph_megasperma_cluster"
"1967",44,67,48,57,9,0.027,8.7,0.64411,0.51342,"G_uncinulatum","Ph_nemorosa_cluster"
"1968",44,68,48,46,9,0.022,7,0.86674,0.24444,"G_uncinulatum","Ph_niederhauserii_cluster"
"1969",44,70,48,14,3,0.007,2.1,0.85294,0.3597,"G_uncinulatum","Ph_parvispora"
"1970",44,78,48,7,1,0.003,1.1,0.71168,0.68819,"G_uncinulatum","Ph_transitoria"
"1971",44,83,48,39,8,0.019,5.9,0.88739,0.22082,"G_uncinulatum","Pp_chamaehyphon"
"1972",44,85,48,12,3,0.006,1.8,0.9083,0.26885,"G_uncinulatum","Pp_litorale"
"1973",44,88,48,76,13,0.037,11.5,0.76659,0.35588,"G_uncinulatum","Pp_sp._CAL-2011b"
"1974",44,89,48,16,1,0.008,2.4,0.26942,0.93324,"G_uncinulatum","Pl_euphrasiae"
"1975",44,91,48,15,3,0.007,2.3,0.82126,0.40493,"G_uncinulatum","Pc_myriandra"
"1976",44,92,48,58,5,0.028,8.8,0.08518,0.96631,"G_uncinulatum","Py_terrestris"
"1977",44,93,48,46,7,0.022,7,0.60351,0.57147,"G_uncinulatum","P_aff._torulosum"
"1978",44,94,48,108,22,0.052,16.4,0.97652,0.04782,"G_uncinulatum","P_aff._volutum"
"1979",44,95,48,58,9,0.028,8.8,0.62039,0.538,"G_uncinulatum","P_angustatum"
"1980",44,98,48,8,0,0.004,1.2,0.26337,1,"G_uncinulatum","P_aquatile_complex"
"1981",44,99,48,104,30,0.05,15.8,1,0,"G_uncinulatum","P_arrhenomanes_complex"
"1982",44,100,48,46,11,0.022,7,0.97279,0.06412,"G_uncinulatum","P_chondricola"
"1983",44,101,48,14,3,0.007,2.1,0.85294,0.3597,"G_uncinulatum","P_contiguanum"
"1984",44,102,48,7,1,0.003,1.1,0.71168,0.68819,"G_uncinulatum","P_deliense"
"1985",44,103,48,120,14,0.058,18.2,0.11336,0.93851,"G_uncinulatum","P_dissimile"
"1986",44,104,48,145,27,0.07,22,0.95731,0.07984,"G_uncinulatum","P_dissotocum_complex"
"1987",44,105,48,32,5,0.015,4.9,0.64603,0.55508,"G_uncinulatum","P_flevoense"
"1988",44,106,48,42,9,0.02,6.4,0.92057,0.16289,"G_uncinulatum","P_folliculosum"
"1989",44,107,48,15,3,0.007,2.3,0.82126,0.40493,"G_uncinulatum","P_grandisporangium"
"1990",44,109,48,15,1,0.007,2.3,0.30458,0.92057,"G_uncinulatum","P_inflatum"
"1991",44,110,48,7,0,0.003,1.1,0.31181,1,"G_uncinulatum","P_insidiosum"
"1992",44,111,48,19,4,0.009,2.9,0.85621,0.32247,"G_uncinulatum","P_jasmonium"
"1993",44,112,48,49,12,0.024,7.4,0.98182,0.04441,"G_uncinulatum","P_kashmirense"
"1994",44,113,48,38,4,0.018,5.8,0.27967,0.86595,"G_uncinulatum","P_longandrum"
"1995",44,115,48,106,35,0.051,16.1,1,0,"G_uncinulatum","P_minus_complex"
"1996",44,116,48,227,48,0.109,34.5,1,0,"G_uncinulatum","P_myriotylum_complex"
